id,channel name,type of channel,likes and follows,page creation date,description
,"LilTracyVEVO
",,,,
188781457822436,"RhinoCameraGear
",Camera/Photo,,,"Gear to move your story. Motorized sliders & Rigs. Built to last with a Lifetime Warranty. Here’s to hard work and great stories. 2010 VideoMakers Best of 2016 Advanced Support System Rhino Slider EVO Carbon, Rhino Slider EVO Pro, Rhino Rig. We're a team of passionate filmmakers that love designing gear to help tell better stories. Our design philosophy is simple: Story comes first and gear should m ake telling it easier. If your gear is quick and simple to setup you can spend more time telling your story. At the end of the day that's a win for us.     Every Rhino product is precision made with the finest materials. We use only the highest grades of billet aluminum, stainless steel, and carbon fiber and machine them with micron accuracy. The aluminum parts are then bead blasted by hand to smooth out any rough edges and gives it it's beautiful, textured look. They are then anodized with a special process that makes them 3x harder and more scratch resistant than normal anodizing.    Rhino products come standard with a Lifetime warranty (1 year for electronics). We stand behind everything we make. If it's not working perfectly, we want to hear about it and make it right.    Here’s to hard work and great stories."
29412851044,"V8
",Food & Beverage Company,,,"Plant Nutrition That is Unquestionably Good For You.  Find your new go-to Bloody Mary recipe over at  #PlantPowered Our mission is to help more people get the number of vegetable servings they need every day!    Rules of the Road: Vegetables are an essential part of any healthy diet and are linked to numerous health benefits. Despite this fact, 7 out of 10 adults don't get the recommended Delicious, veggie-packed juices:    Original V8® 100% Vegetable Juice  This V8® 100% Vegetable Juice Facebook page is a fun, family-friendly community where people can share their passion for V8 products, and interact with others who love the most delicious way to get vegetable nutrition!    As part of our commitment to you, we’ll do our best to ensure the postings on our page are in line with V8 family-friendly philosophies. However, postings to the V8 100% Vegetable Juice Facebook page are not representative of the opinions of the V8 brand or Campbell Soup Company, nor do we confirm their accuracy. We expect that users will respect the rights of others and not post misleading, inappropriate, or offensive content. We reserve the right to remove postings that are inconsistent with the Rules of the Road.  daily servings of vegetables.    So, how many vegetable servings should you have each day? Believe it or not, that number is at least 5*. Our goal is to make it easier for you to reach that number by offering a great-tasting lineup juices.    V8® 100% Vegetable Juice is a delicious way to help get your number of vegetable servings up. This uniquely satisfying blend of eight vegetable juices, is vitamin-rich and helps you get 2 servings of vegetables in every 8-ounce glass for your balanced lifestyle. All this for 50 calories!     *1 serving of vegetables = ½ cup.  Low Sodium V8® 100% Vegetable Juice  High Fiber V8® 100% Vegetable Juice  Essential Antioxidants V8® 100% Vegetable Juice  Spicy Hot V8® 100% Vegetable Juice  Spicy Hot Low Sodium V8® 100% Vegetable Juice"
657510594395291,"Nucific
",Vitamins/Supplements,,,We offer cutting-edge products backed by science that can help your body operate at its prime level the way it was designed to.
1493295517470646,"SimplyDiscovered
",Interest,,,
,"""Bitrix24 Free CRM, Project Mgmt and Collaboration""
",,,,
,"Peter Szabo
",,Péter Szabó See Photos,,
,"Kisqali Ribociclib (Staging)
",,English (US)  · ,,
,"Poopsie Slime Surprise
",,,,
,"Profitable Product
",,,,
368152120277488,"Raycon Global
",Electronics,,,"Raycon’s mission is to empower go-getters around the world by creating the next wave in wireless audio technology with its suite of true wireless audio products: Raycon Wireless Earbuds, Raycon Wireless Headphones and Raycon Wireless Sp"
,"Max Tornow
",,Maximilian Tornow See Photos,,
161217154677366,"K1 Speed
",Amusement & Theme Park,,,
147421025320529,"LunchablesVideo
",Food & Beverage Company,,,"Welcome to Lunchables! Share funny stories, tell us which Lunchables combination is your favorite, and discover Platy and Jackie’s latest adventures! For nearly 30 years, Lunchables has been bringing you the tastiest, craziest and most fun you’ll eat! Whether you’re packing a school lunch or just craving an a fternoon snack, Lunchables has you covered. Be sure to check back on our page for the latest and greatest Lunchables offerings and follow the crazy adventures of the loveable Platy and Jackie!"
521851887909871,"LeonBridgesVEVO
",Musician/Band,,,Columbia Records 'Good Thing’ out now:  Jonathan Eshak & Zeke Hutchins: zeke@mickmgmt.com Bobby Cory: bobby.cory@caa.com    International Agent  Paul Wilson: paul.wilson@caa.com  Andy Cook: andy.cook@caa.com US PR  Sarah Mary Cunningham: sarahmary.cunningham@sonymusic.com    UK PR  Jon Lawrence: Jon@chalkpressagency.co.uk  Imran Malik: imran.malik@sonymusic.com>
,"Africano
",,Negro Africano See Photos,,
225073720888581,"Bespoke Post
","E-commerce Website,Product/Service",,,"To offer goods and guidance for the modern man. Discover the Box of Awesome - themed boxes full of enviable gear. It's goods and guidance for the modern world, delivered monthly. September 2011 Goods and guidance for the modern world, delivered monthly. We aim to upgrade our members' day-to-day lives through our themed boxes full of enviable gear – out door essentials, home bar upgrades, and lots more – plus a full shop of uniquely cool standalone products.     Here's how it works: at the beginning of each month, you'll get an email with a full look inside the box we've selected for you based on what we think you'll enjoy. You're free to tweak colors and sizes, add on extra goods, or skip it at no cost – whatever you want. And there's always friendly customer service, easy returns, and no hassles, ever."
268786299894321,"Flatiron School
","Specialty School,School,Information Technology Company",,,"To enable the pursuit of a better life through education. We teach people how to change things: their careers, their lives, and their world. Launch a career in tech with our on-campus or online courses. 2012 Software Engineering, UX/UI Design, Data Science, Data Science Fellowship, Cybersecurity Analytics, Cybersecurity Engineering"
113530549935,"Simple Green
",Household Supplies,,,"“We, the Sunshine Makers, as a socially responsible company, are committed to being worldwide market leaders providing quality, environmentally safe, cleaning products.” As a socially responsible company, we are committed to being the worldwide market leader, providing high quality, environmentally safer cleaning products. 1975 The Simple Green® story began over forty years ago, long before environmentally friendly products were mandated by law. In the 1970's Bruce FaBrizio and his fat The Simple Green® story began over forty years ago, long before ""environmentally friendly"" products were mandated by law. Bruce FaBrizio and his father develope Simple Green All-Purpose Cleaner  Lemon Scent Simple Green All-Purpose Cleaner  Simple Green Naturals her witnessed a man die while attempting to clean tannic acid from a coffee roasting machine. They knew they could develop a safer way to clean.    No one thought it could be done, but after three years of development, they perfected a non-toxic, non-flammable, and non-abrasive formula. Independent testing proved both the efficacy and safety of their new product.    After its initial success, Bruce began selling Simple Green to automotive and industrial customers for use as a cleaner on equipment and floors. he personally delivered 55-gallon drums of the product in his own van.     Today Sunshine Makers, Inc., manufacturers of SImple Green, has its headquarters in Huntington Beach, California, with satellite offices all over the world.     The Simple Green family of products has expanded to encompass consumer, professional and industrial product lines. Original Simple Green and the entire family of Simple Green products are now a part of everyday life in millions of homes, commercial and industrial sites, not only in the United States but all over the world.     In 1989, Bruce FaBrizio and Simple Green founded the EGBAR® Foundation. EGBAR is an acronym for Everything's Gonna Be All Right. The EGBAR Foundation is focused on making a positive impact on the planet through the support of community-level education and volunteer programs. The Foundation oversees its own projects and initiatives, in addition to supporting deserving charities, businesses and communities who are focused on improving environmental education and taking measurable actions toward improving the planet and its inhabitants. d a safer alternative to the toxic cleaners then being used to remove tannic acid, a by-product of coffee roasting, from roasting machinery. It took three years to perfect the biodegradable, not-toxic, non-flammable, non-abrasive formula. After its initial success, Bruce began selling Simple Green to automotive and industrial customers in 55-gallon drums; which he delivered in his van, for use as a cleaner on equipment and floors.    In 1979, just as initial retail marketing efforts were beginning to pay off, Bruce's father died. Bruce managed to keep the business alive and in 1981 gave his company the name it continues to carry — Sunshine Makers, Inc. Simple Green was then introduced nationally into several new markets including Hardware/Do It Yourself, consumer grocery & drug, GSA (government) and Club-Store classes of trade. In the early 1990s, Bruce created the Environmental Technology Division within his company in order to define the cutting edge of today's cleaning solutions and solidify his company's high standards for environmental responsibility. The safety and efficacy claims made by Simple Green have been proven repeatedly by independent laboratories and third party testing facilities.    The company remains committed to the development of products that provide safer alternatives to traditional harsh chemicals. Sunshine Makers, Inc. is still owned and operated by Bruce P. FaBrizio. Bruce lives in Corona Del Mar, California with his wife Viviana and their happy family of five pampered pooches.    Sunshine Makers, Inc. has its headquarters in Huntington Beach, California, with satellite offices all over the world. Simple Green is manufactured in Garden Grove, California — Lawrenceville, Georgia — Rydalmere, Australia and Bernburg, Germany. Additional distribution centers are located in Maastricht, Netherlands and Choisy le Roi, France. Satellite sales offices are strategically located across the United States. The Simple Green family of products has expanded to encompass consumer and industrial product lines. Original Simple Green and the entire family of Simple Green products are now a part of everyday life in millions of homes, commercial and industrial sites, not only in the United States but all over the world.    In 1989, Bruce FaBrizio and Simple Green founded the EGBAR® Foundation. EGBAR is an acronym for Everything's Gonna Be All Right. The foundation is funded by a percentage of Simple Green sales, which goes toward a national education curriculum that teaches children about the environment and how to care for it. Funds also support community clean-up projects, and most recently, partnerships with The Catalina Island Conservancy and The SEA Lab. These partners also focus on improving children's understandings of environmental issues and supports actions toward improving the environment around us. With the support of Simple Green, as well as the generous donations from people all over the world, the EGBAR Foundation is making a difference by teaching everyone to ""Think Globally, Act Locally.""  Simple Green Stone Cleaner  Simple Green Stone Polish   Simple Green Stainless Steel One-Step Cleaner & Polish  Extreme Simple Green Motorsports Cleaner & Degreaser  Simple Green DOG Pet Stain & Odor Remover  Simple Green CAT Pet Stain & Odor Remover    "
818135141595043,"Ellenpro
","Show,Public Figure",,,"$$$$ Selling Online  Luxury Lifestyle E-Commerce Coaching/Consulting Company 2015 ""3 Mistakes All Digital Entrepreneurs Need To Avoid In Order To Become Successful"" - The Huffington Post:   Female E-Commerce Coaching Program I love learning.. I enjoy going to conferences, reading books, and taking various online courses to improve my skill sets. Ellen Lin is a 7-Figure E-commerce Entrepreneur, E-Commerce Coach, Amazon Best Selling Author, International Speaker who spoke at a Fortune 500 Company. She was Ellen Lin is a 7-figure entrepreneur, author, and a bilingual e-commerce coach who has coached over 600 clients worldwide. She worked with one of the original s  also featured on Grant Cardone TV, The Huffington Post, ABC, NBC, CBS, and Fox. Her core mission is to use her knowledge in e-commerce to teach and empower others so everyone can create the lifestyle they want by selling online by using based on her success story of building a million dollar e-commerce store with $600 in 4 years. harks from the TV show Shark Tank, Kevin Harrington’s As Seen On TV. She was also featured on Grant Cardone TV, The Huffington Post, ABC, NBC, CBS, and Fox. Her core mission is to use her knowledge in e-commerce to teach and empower others so everyone can create the lifestyle they want by selling online by using based on her success story of building a million dollar e-commerce store with $600 in 4 years."
,"Lephtie & Wrighty
",,Lefty Wright See Photos,,
,"Kenzzi Team
",,,,
,"SamHuntVEVO
",,English (US)  · ,,"Check out how Sam took a 1950s classic and turned it into a modern d TONIGHT at 9:30pm MT, Sam is performing LIVE at 
  Amphithea ay, ‘Hard To Forget’ hit on the  ' ""Diary of a Song"".  ter, courtesy of  . Catch the livestream on twitter:    "
57403415485,"SHOWTIME
",TV Network,,,"Showtime Provocative, exciting, bold – it’s all about SHOWTIME now. Don’t have SHOWTIME? Order now:   or call 1-866-465-SHOW.    For assistance with SHOWTIME, go to   or @SHO_Help on Twitter.    For SHOWTIME ANYTIME official support contact: support@showtimeanytime.com SHOWTIME and its critically-acclaimed, award-winning original series continue to make their mark on the cultural landscape. With one of the most successful prog ramming line-ups in all of television of new and returning original series, along with box office hits, comedy and music specials, provocative documentaries, and hard-hitting sports programming."
27678194634,"Lenovo
",Product/Service,,,"Create, tweak, improve, defy. Smarter technology for all. Our portfolio of high-quality, secure products and services covers PCs (including the legendary Think and multimode YOGA brands), workstations, servers, storage, smart TVs and a family of mobile products like smartphones (including the Motorola brand), tablets and apps. With 50,000+ employees and $43B in global sales in 160 countries, Lenovo is a global leader in providing innovative consumer, commercial and data center technol ogy.    As a member of the Fortune Global 500 and Interbrand’s 100 most valuable global brands, Lenovo is bigger and stronger than ever thanks to not only organic growth, but also due to the acquisitions of Motorola Mobility and IBM’s x86 Server business.     Our portfolio of high-quality, secure products and services covers PCs (including the legendary Think and multimode YOGA brands), workstations, servers, storage, networking, software (including ThinkSystem and ThinkAgile solutions), smart TVs and a family of mobile products like smartphones (including the Motorola brand), tablets and apps.    Our product line includes: ThinkPad, YOGA,  Miix, Legion By Lenovo gaming, Ideacentre, Thinkcentre, Moto Z and Moto Mods.    Lenovo also has a diverse employee culture. As a true global company, our leaders and employees come from various cultures across the globe. Everyone at Lenovo takes great pride in our ability to attract top talent from diverse backgrounds. We view our differences as a source of strength in building a culture that helps us achieve our goals.     Visit us at     Join us on LinkedIn:   Follow us on Facebook:   Follow us on Twitter:     Follow us on Instagram:        Thank you for joining Lenovo on Facebook. To foster fun and informative conversation about Lenovo and its products we respectfully request you take note of the guidelines below when interacting on our Facebook page:      We reserve the right to delete posts that:  * Contain profanity, or hate language targeting race/ethnicity, religion, gender, nationality, or political beliefs.   * Contain material we consider offensive included in links, videos, or pictures.  * Contain personal threats against community members, Lenovo employees, or company affiliates.  * Contain spam, multiple posts of the same content or commercial solicitation.    We reserve the right to ban individuals or entities that ignore these guidelines.     Please respect your fellow members and we hope you become a regular contributor to the Lenovo Facebook page!    Disclaimer of Warranties and Limitation of Liability:    Lenovo assumes no responsibility regarding the accuracy of the information posted on these pages, whether posted by third parties or by Lenovo representatives. Use of such information is at the recipient's own risk. Lenovo provides no warranties or guarantees that any reported problems may be resolved with the use of any information available on these pages. By furnishing information, Lenovo does not grant any licenses to any copyrights, patents or any other intellectual property rights. You agree to indemnify and hold Lenovo and its affiliates and subsidiaries, and each of their employees, officers and agents harmless from any claim, including attorneys' fees, made by any third party arising out of content you submit, post, transmit or make available through these pages, your use of these pages, your violation of these Rules or the website Terms of Use and Privacy Policy, or your violation of any other third party's rights. This disclaimer and limitation of liability is in addition to any additional statements contained in the general Terms of Use posted on Lenovo's websites."
1426776104021397,"WIFI BOSSES
",Public Figure,,,"We show everyday people how to leverage Social Media to change their Financial Landscape creating a stable and reliable income online! We show everyday people how to leverage Social Media to change their Financial Landscape creating a stable and reliable income online! By leveraging Social Media We are able to make 6 figures a year. We are Mentors, Friends, Fanatics, Wifi Bosses, and Social Media Superstars. Network Marketing  Making Money  Social Media  Analytics  Football  Mentorship  Traveling"
,"Casey Zander
",,Kasey Zander See Photos,,
220124644820696,"GoDaddy United Kingdom
","Website,Professional Service",,,"GoDaddy is here to help you easily start, confidently grow and successfully run your ventures - online and offline. GoDaddy is here to help you easily start, confidently grow and successfully run your ventures - online and offline. Questions? Call us 24/7: 020 7084 1810 or visit our blog for in-depth articles about all things digital  Business Consulting, Dedicated Servers, Domain Name Search, Domain Name Registration, Domain Name Appraisal, Domain Name Auctions, Email Marketing, Logo Design, Small Business Solutions, SSL Certificates, Web Hosting, Web-based Email, Website Builder, Website Design, Website Templates Looking for in-depth insights about websites, blogging, social media, online marketing, search engine marketing and everything else that is important to current 2004 to 2013 - Inc. 500/5000    2006 to 2012 - Domain Name Wire -- Best Registrar Award   2012 & 2013 - Stevie Awards - Customer Service Department of the Year  and inspiring small business owners like yourself? The GoDaddy Blog is a top small business resource, with fresh and inspiring articles to help you succeed online. Visit the GoDaddy Blog at   2012 -   Readers’ Choice Award   2012 - Fortune 100 ""Best Companies to Work For"" honoree  2012 - ""Best Security Team"" Finalist  2012 - 2012 Readers Choice Award - Web Hosting  2012 - Winner Alfred P. Sloan Award  2012 - ICMI Global Customer Care Finalist   2012 - Finalist: SC Magazine Awards   2012 - Best of the Best - Web Design/ Hosting   2011 - Deloitte Technology Fast 500   2011 - ""Inc. 500/5000"" Ranking  2011 - Alfred P. Sloan Award  2011 - IT industry's ""Best Security Team"" Award  2011 - Bulby Award Winner, .CO Internet S.A.S.   2010 - Best Linux-Friendly Web Hosting Company   2009 - Practical eCommerce -- Most Popular Shopping Cart  2008 - Domainers Choice Award Best Hosting Company"
,"OF Group
",,,,
,"Lurn - Videos
",,,,
1852743044976779,"Omlet Pet Products
",Pet Supplies,,,"Omlet designs and produces award winning innovative pet products that both owners and pets love across the world! Omlet reimagines the way you live with and look after your pets to bring you closer together.  The world famous Eglu chicken coops keep your chickens safe, our  rabbit hutches allow bunnies to express their natural behaviour, and the new Fido dog crate is the world's first dog house with a fitted wardrobe.   By designing all of our products to be quick and easy to clean we create homes your pets will love living in and you’ll love using."
,"Robin Janssens
",,Robin Janssens See Photos,,
422724107918171,"Money Metals Exchange
","Mattress Manufacturer,Mattress Store,Furniture",,,The next evolution of sleep is here. The Purple Grid™ improves lives by solving the problems normal mattresses create that prevent great sleep.
300838933301442,"American Association of Orthodontists
",Orthodontist,,,"Founded in 1900, the American Association of Orthodontists (AAO) is the world’s oldest and largest dental specialty organization. The AAO represents 18K+ orthodontists throughout the United States, Canada and abroad. Founded in 1900, the American Association of Orthodontists (AAO) is the world’s oldest and largest dental specialty organization. 1900"
,"Andrew Keene
",,Andrew Keene See Photos,,
163908240321887,"U.S. Air Force Recruiting
",Government Organization,,,"Official U.S. Air Force and Space Force Recruiting Facebook Page. Recruit, train and educate Airmen to deliver airpower for America.    Pam, Ray and Don from Air Force Recruiting Service are available to answer recruiting questi While we aim to provide an open, interactive space for all users to engage and connect with the Air Force, we ask that you share your opinions and feedback in a ons during the following hours (Central Time):  Mon - Thu: 8a-10p   Fri: 8a-5p  Sun: 1p-10p    *Please note, during holidays the Air Force Recruiting Service will have adjusted hours. Refer here for updates.  respectful manner. By liking our page, you take personal responsibility for your comments, your username, and any information you submit. In that spirit, users are asked to adhere to the guidelines below to ensure that our page remains an interactive forum for all Air Force supporters. Violation of any of these guidelines may result in your comment being removed:    • We reserve the right to remove any off-topic posting in order to preserve the integrity of the page.  • We do not allow vulgar, profane, hateful, graphic, obscene, explicit, racist, or sexist comments or images under any circumstances.  • We do not allow comments that are abusive, hateful or slanderous to any person, organization, or nation.  • We do not allow comments that suggest, endorse, or encourage illegal activity.  • We do not allow any sort of solicitation or advertisement, including endorsement of any commercial, financial, or non-governmental organization.   • We do not allow posts specifically about political parties or individuals. This is not a political page – political rhetoric is not permitted.  • We reserve the right to remove any comments or images that are not consistent with the Air Force’s Core Values: Integrity First, Service Before Self, and Excellence in All We Do. To learn more about our Core Values, click here:  .      Additionally, the appearance of external links, as posted by fans of this page or other Facebook users, does not constitute endorsement on behalf of the United States Air Force or the Department of Defense. We reserve the right to remove any and all posts containing external links."
,"EvE - Experiment vs Car
",,,,
400004207130706,"SimpliSafe
",Product/Service,,,"SimpliSafe helps people live safely without the complexities of traditional home security options. SimpliSafe home security systems are a wireless, easy-to-install alarm system that requires no contract."
191187460289,"HP
",Product/Service,,,"Engineering experiences that amaze. We create technology with a purpose: to make life better for everyone, everywhere.  Keep Reinventing. Please be sure to check out our rules of engagement before commenting:  1939 HP's mission is to invent technologies and services that drive business value, create social benefit and improve the lives of customers — with a focus on affect HP is a technology company that delivers personal systems and printing innovations that empower people to create, interact and inspire like never before.  We’re HP brings together a portfolio of innovation including cutting-edge personal devices and business solutions for the New Style of IT.        ing the greatest number of people possible.    We welcome your comments and suggestions. HP respects your privacy. Learn more,   also driving what we call the New Style of IT. It’s a world where cloud, security, big data, and mobility all converge in comprehensive solutions, enabling you to connect better with customers, citizens and your workforce.  Sprout:     3D Printing:   New Style of IT: "
134014789983357,"Folgers
",Food & Beverage Company,,,"The Best Part of Wakin’ Up is Folgers In Your Cup® Folgers® has been The Best Part of Wakin' Up for more than 150 years. Our Facebook page is your place for promotions, news, and entertainment. 1850 Want Folgers Coffee for your office? Visit the Folgers Office Coffee website ( ) and find a distributor near you. Folgers® Coffee, founded in 1850 in San Francisco, stands as an iconic American brand. Folgers helps millions of people start every day with the aroma and flavo r of fresh-brewed, Mountain Grown® coffee. From the classic Red Can to Gourmet Selections, there is a Folgers Coffee for everyone.     Be sure to review our Community Guidelines tab for more information.     Keurig, Keurig Brewed, the Keurig trade dress and K-Cup are trademarks of Keurig, Incorporated, used with permission.  K-Cup® packs for use in Keurig® K-Cup® brewers."
,"Brian Moran
",,Brian Moran See Photos,,
,"BAQSIMI
",,English (US)  · ,,
165231260163111,"Playground Sessions
","Music Lessons & Instruction School,App Page,Software",,,"$$ Innovative software that uses popular songs to teach how to play piano. Co-created by Quincy Jones, with lessons taught by iconic artist, Harry Connick, Jr., and YouTube star, David Sides. 10.1.10 Playground Sessions Music Software Application Playground's mission is to give people the ability to learn how to play instruments conveniently, affordably, and efficiently. People use Playground Sessions to Playground Sessions offers a fun and effective way to learn piano. The thorough curriculum, designed by Quincy Jones, is taught through a repertoire of popular   learn how to play their favorite songs while using its technology to seamlessly and simultaneously gain the skills to become avid musicians. songs that you know and love. Special features including real-time feedback, scoring, and social sharing allow you to immerse yourself in an engaging, game-like environment. With a diverse library and variation in difficulty, the songs and lessons can cater to users of all levels. If you have the passion to learn piano, Playground has the tools for you."
467498290078182,"Reliable Education
",Education Website,,,"Providing the best Amazon FBA training program in the world. Reliable Education's online training course and tools provide the core learning blocks to identify the right products, create your brand and market on the Amazon platform. 01/06/2015 Reliable Income Online Training Program"
307640759399386,"Living with UC & CD
",Nonprofit Organization,,,"Our mission is to ensure that patients living with rare diseases or chronic illnesses have a safe and supportive place to connect with others like them. Ben’s Friends is a network of safe and supportive patient communities for anyone affected by a rare disease or chronic condition. Recognized as a 501©(3) non-profit, Ben’s Friends is a grassroots organization run by patients for patients Life With Crohns/colitis is a peer to peer support site for Patients and families effected byCrohns/coliti at  Our communities have proved a valuable guide for members seeking to understand their diagnosis, symptoms, and their treatment options. Ben’s Friends provides a  Ben's Friends sole purpose is to create Patient to Patient support communities and educational resources to connect people with Rare Disease to support them. po friendly environment that allows for bonding. Many a lifelong friendship has been forged on our communities. But most of all, Ben’s Friends is successful because it changes our members’ relationships with their disease. “I have the disease; it doesn’t have me” is a mantra often repeated by members, as they gently guide each other toward effective coping mechanisms and enable our patients to live the fullest lives possible. int them to ""help."" Most importantly through our multiple communities, we connect them to others with the same disease so they KNOW they are not the only ones. There they can share with others who understand what it is to live with these diseases. We are adding communities regularly so for the latest list check: "
70955919157,"Natrol
",Vitamins/Supplements,,,"1980 From the break of dawn to lights out, Natrol is here to help you take charge of your health and own each and every day. Our suite of wellness products are desig Natrol products are available in drug and grocery stores, mass-market retailers, natural food stores, and other online retailers. Please email support@natrol.co ned around your modern lifestyle, so no matter what life throws your way, you can rely on Natrol to help you come out on top. So go ahead, take on your health. m for a current list of our international distributors.  Our product line includes:  Melatonin, Biotin, 5-HTP, JuiceFestiv, Probiotic High Potency + many more!"
2386025504965947,"Metal Roofing Bids
",Roofing Service,,,An Elite Group of Metal Roofing Installers.
71519223752,"HyundaiUSA
","Cars,Automotive Manufacturer",,,"Better drives us. In General, Spam/Posts to be deleted if they contain:  1.    An offer or promotion that is not sanctioned by Hyundai  2.    Posts or conversations that use an ina ppropriate degree of profanity, threats, or any other malicious or illegal intent conveyed through language may not display at all or will be deleted  3.    Links to inappropriate sites  4.    Racial comments  5.    Obscene, pornographic, or sexually explicit material  6.    Repeated posts    Hyundai Motor America (“HMA”) does not encourage or support the submission of any comments/information, photos, videos, links, or other content (“Third-Party Content”) to the Hyundai Fan Page (“Page”) that infringes the rights of any third party, violates any law or other legal authority, is false and/or misleading in any manner, or that fails to comply with Facebook's Terms and Conditions. By viewing the Page, you acknowledge that any content uploaded by anyone other than HMA is the creation/views/responsibility of the submitter, and not Hyundai. Notwithstanding, HMA reserves the right, but assumes no obligation, to remove any Third-Party Content in its sole discretion. Submission of any Third-Party Content grants HMA and its agents an unlimited, worldwide, perpetual license and right to publish, use, publicly perform such content, or any idea contained therein, or any portion thereof, in any way, in any and all media now known or hereinafter developed, without territorial time or other limitation, for commercial, advertising/promotional, or any other purposes, without consideration to the submitter."
1054271317968680,"Forward
","Doctor,Health & Wellness Website",,,"Preventive primary care, powered by technology. On a mission to bring healthcare to the people who need it most. Forward is a new approach to primary care that combines world-class doctors and leading-edge technology. Control the future of your health."
1264960456928932,"cavetown
",Musician,,,"Bedroom/Alternative 20 yr old who wants to make music forever    contact~ Zack Zarrillo | Alternate Side | zack@alternateside.co Zack Zarrillo | Alternate Side | zack@alternateside.co The Americas: Greg Horbal, Gavin Stacey, Andrew Ellis | APA Agency | ghorbal@apa-agency.com  UK/EU: Anna Bewers | Coda | anna.bewers@codaagency.com"
153777814680522,"Veterans United Home Loans
","Loan Service,Mortgage Brokers,Financial Consultant",,,"NMLS #1907. NMLS Access:   VA Approved Lender, not affiliated with any government agency.  Info on our State Licensure:  2011 VA Home Loans, VA Refinances, Streamline Refinances, other Mortgage Products We are committed to exceeding client’s expectations and providing an amazing experience with the VA Mortgage process through providing an abundance of informati Veterans United Home Loans is the VA Home Loan Destination for Millions. The company is committed to making the American dream of homeownership a reality for th Give us a call at (888) 212-1958 for more information about your VA Home Loan benefits or to connect with a VA Loan specialist. You can also visit our site and  We reserve the right to remove your posts or comments. Reasons for post removal include, but are not limited to:  1) Posts in all capital letters   2) Posts conta on and personalized service to veterans, military members and their families across the U.S.    Veterans United consistently strives to amaze, measuring success by the positive impact that we have on the lives of our clients, co-workers and community.    To learn more about Veterans United Home Loans, visit  . ose who so bravely served.     Our mission is to help veterans and service members obtain affordable home financing through one of the last $0 down loan programs - the VA Loan.      Veterans United Home Loans is active in the community through the employee sponsored Veterans United Foundation. Veterans United Foundation, found at  , supports a variety of military, veteran and community causes.    The foundation is completely supported by Veterans United Home Loans and its employees – which use the funds to support other nonprofit organizations, strengthen local communities and honor the sacrifices of those who have served. see Veterans United reviews and testimonials from previous customers.    Veterans United is a VA approved lender; Not endorsed or sponsored by the Dept of Veterans Affairs or any government agency. Mortgage Research Center NMLS ID #1907. ( ) Equal Opportunity Lender. Licensed by the Texas Department of Savings and Mortgage Lending, Mortgage Company License #1907; 77193 Server License - Corporate (Missouri) Office: Texas-SML Residential Mortgage Loan Servicer Registration #1907   Texas consumers visit   to learn more about your right to submit a complaint or to recover funds. ining profanity   3) Posts that blatantly promote an unaffiliated business or product or   4) Posts that are off topic    Please read our disclaimer:  Veterans United Home Loans is privately funded and is not associated with the Department of Veterans Affairs. The opinions presented on Veterans United Home Loans should not be construed as representing the official opinions of the Department of Veterans Affairs. Any opinions presented on Veterans United Home Loans concerning financial issues should not be construed as recommendations or financial advice for your specific situation. If you are unsure of the best course of action in your situation, it is always recommended to consult the Department of Veterans Affairs, a financial advisor, or an attorney.    To contact Veterans United Home Loans:    Veterans United Home Loans  1400 Veterans United Drive  Columbia, Missouri 65203    Customers with questions regarding our loan officers and their licensing may visit the Nationwide Mortgage Licensing System & Directory for more information.     Mortgage Research Center NMLS#1907 ( )    Digital Millennium Copyright Act  If you think we have improperly used or attributed your copyrighted image please email copyright@vu.com or visit   to learn more about how to file complaints with Veterans United Home Loans."
